event_id,battle_id,turn,timestamp_utc,event_type,actor_id,target_id,skill_id,element,is_hit,is_crit,damage_amount,dot_type,dot_amount,token_type,token_delta,corruption_value,corruption_tier,battle_result
"d83a8140b5784e24a72ddd9ea347fa3d","b1e562fbc02c4aaa8fb3a37fd7d146b7",1,"2026-03-23T18:13:48.6772256Z","TokenApplied","enemy_1","ally_2","spider_web","None","False","False",0,"",0,"Combo",1,25,0,""
"5c4853bd6bb845c0b607f879d824a81a","b1e562fbc02c4aaa8fb3a37fd7d146b7",1,"2026-03-23T18:13:48.6775280Z","TurnStarted","enemy_2","","","None","False","False",0,"",0,"",0,25,0,""
"897d20d4a2664ca3b48c5b306949ed8c","b1e562fbc02c4aaa8fb3a37fd7d146b7",1,"2026-03-23T18:13:48.6776015Z","ActionUsed","enemy_2","ally_2","spider_web","Anomaly","False","False",0,"",0,"",0,25,0,""
"1687f2b4288c4ac6a9a2196696f07e33","b1e562fbc02c4aaa8fb3a37fd7d146b7",1,"2026-03-23T18:13:48.6776041Z","DamageApplied","enemy_2","ally_2","spider_web","Anomaly","True","False",2,"",0,"",0,25,0,""
"d0306e6d227b4f52824c33e55498b825","b1e562fbc02c4aaa8fb3a37fd7d146b7",1,"2026-03-23T18:13:48.6776048Z","HitResolved","enemy_2","ally_2","spider_web","Anomaly","True","False",2,"",0,"",0,25,0,""
"d89293beb8ec44619ce9e70c5dc95a18","b1e562fbc02c4aaa8fb3a37fd7d146b7",1,"2026-03-23T18:13:48.6776588Z","TokenApplied","enemy_2","ally_2","spider_web","None","False","False",0,"",0,"Combo",1,25,0,""
"3631554a45f644598c900722dd4f659c","b1e562fbc02c4aaa8fb3a37fd7d146b7",1,"2026-03-23T18:13:48.6776771Z","TurnStarted","enemy_4","","","None","False","False",0,"",0,"",0,25,0,""
"33ae7163785643b2b83b6ef1c81cd180","b1e562fbc02c4aaa8fb3a37fd7d146b7",1,"2026-03-23T18:13:48.6776861Z","ActionUsed","enemy_4","ally_2","wulfric_slash","Fire","False","False",0,"",0,"",0,25,0,""
"79dc960ef34f4cc4982815af788927c5","b1e562fbc02c4aaa8fb3a37fd7d146b7",1,"2026-03-23T18:13:48.6776892Z","DamageApplied","enemy_4","ally_2","wulfric_slash","Fire","True","False",6,"",0,"",0,25,0,""
"296e908d6e104452b8d832dd604dad85","b1e562fbc02c4aaa8fb3a37fd7d146b7",1,"2026-03-23T18:13:48.6776896Z","HitResolved","enemy_4","ally_2","wulfric_slash","Fire","True","False",6,"",0,"",0,25,0,""
"f30150c531a54bd793684fe28176842f","b1e562fbc02c4aaa8fb3a37fd7d146b7",1,"2026-03-23T18:13:48.6776928Z","TurnStarted","enemy_3","","","None","False","False",0,"",0,"",0,25,0,""
"abb9296e708a4bc9806cba0488e69ee4","b1e562fbc02c4aaa8fb3a37fd7d146b7",1,"2026-03-23T18:13:48.6777034Z","ActionUsed","enemy_3","ally_1","wulfric_slash","Fire","False","False",0,"",0,"",0,25,0,""
"3b3bf5ff1f3e499482dd4d9db1822529","b1e562fbc02c4aaa8fb3a37fd7d146b7",1,"2026-03-23T18:13:48.6777043Z","DamageApplied","enemy_3","ally_1","wulfric_slash","Fire","True","False",6,"",0,"",0,25,0,""
"60c4699cb8754ec4a24f1537322412e3","b1e562fbc02c4aaa8fb3a37fd7d146b7",1,"2026-03-23T18:13:48.6777046Z","HitResolved","enemy_3","ally_1","wulfric_slash","Fire","True","False",6,"",0,"",0,25,0,""
"59b4712227244d728703d35412390698","b1e562fbc02c4aaa8fb3a37fd7d146b7",2,"2026-03-23T18:13:48.6777647Z","TurnStarted","ally_1","","","None","False","False",0,"",0,"",0,25,0,""
"8af0c54ea6ad4be6b00784709880adc3","b1e562fbc02c4aaa8fb3a37fd7d146b7",2,"2026-03-23T18:13:48.6777704Z","ActionUsed","ally_1","enemy_4","wulfric_slash","Fire","False","False",0,"",0,"",0,25,0,""
"c24e189d85a942cfb1247f98ff347eda","b1e562fbc02c4aaa8fb3a37fd7d146b7",2,"2026-03-23T18:13:48.6777796Z","DamageApplied","ally_1","enemy_4","wulfric_slash","Fire","True","False",2,"",0,"",0,25,0,""
"c2f353eefa1c4bbe8dffd28e965dcbed","b1e562fbc02c4aaa8fb3a37fd7d146b7",2,"2026-03-23T18:13:48.6777799Z","HitResolved","ally_1","enemy_4","wulfric_slash","Fire","True","False",2,"",0,"",0,25,0,""
"e1eea96187c84da485576ce5340071e1","b1e562fbc02c4aaa8fb3a37fd7d146b7",2,"2026-03-23T18:13:48.6777819Z","TurnStarted","ally_2","","","None","False","False",0,"",0,"",0,25,0,""
"2e9a4cb8325548e6a3b9b04b803458cc","b1e562fbc02c4aaa8fb3a37fd7d146b7",2,"2026-03-23T18:13:48.6778512Z","DotTick","enemy_1","ally_2","","None","False","False",3,"Blight",3,"",0,25,0,""
"4a605a10904146bc831ab1c99fba7d49","b1e562fbc02c4aaa8fb3a37fd7d146b7",2,"2026-03-23T18:13:48.6778654Z","DotTick","enemy_2","ally_2","","None","False","False",3,"Blight",3,"",0,25,0,""
"45d5605558d0489ebf0c2a99519e62c3","b1e562fbc02c4aaa8fb3a37fd7d146b7",2,"2026-03-23T18:13:48.6778718Z","ActionUsed","ally_2","enemy_1","wulfric_slash","Fire","False","False",0,"",0,"",0,25,0,""
"2ff437fb0662462fa2c7e1053fbc4c97","b1e562fbc02c4aaa8fb3a37fd7d146b7",2,"2026-03-23T18:13:48.6778737Z","DamageApplied","ally_2","enemy_1","wulfric_slash","Fire","True","False",3,"",0,"",0,25,0,""
"2512c423d406459ea3f170bde2e2b105","b1e562fbc02c4aaa8fb3a37fd7d146b7",2,"2026-03-23T18:13:48.6778741Z","HitResolved","ally_2","enemy_1","wulfric_slash","Fire","True","False",3,"",0,"",0,25,0,""
"c8d693863e7f4bfaa40052f53583e915","b1e562fbc02c4aaa8fb3a37fd7d146b7",2,"2026-03-23T18:13:48.6778755Z","TurnStarted","enemy_3","","","None","False","False",0,"",0,"",0,25,0,""
"1444987d9d5e4358bbfa8be4397f23ec","b1e562fbc02c4aaa8fb3a37fd7d146b7",2,"2026-03-23T18:13:48.6778834Z","ActionUsed","enemy_3","ally_2","spider_web","Anomaly","False","False",0,"",0,"",0,25,0,""
"6d46f0a54178465cba95719326416fbd","b1e562fbc02c4aaa8fb3a37fd7d146b7",2,"2026-03-23T18:13:48.6778838Z","HitResolved","enemy_3","ally_2","spider_web","Anomaly","False","False",0,"",0,"",0,25,0,""
"a9007cdbb1b54fec9a2d9b489524581f","b1e562fbc02c4aaa8fb3a37fd7d146b7",2,"2026-03-23T18:13:48.6778850Z","TurnStarted","enemy_2","","","None","False","False",0,"",0,"",0,25,0,""
"011f66a317ad40d6984b18a695a29843","b1e562fbc02c4aaa8fb3a37fd7d146b7",2,"2026-03-23T18:13:48.6778892Z","ActionUsed","enemy_2","ally_1","wulfric_slash","Fire","False","False",0,"",0,"",0,25,0,""
"54a54caafaab4e4b9a8d411cd1439af7","b1e562fbc02c4aaa8fb3a37fd7d146b7",2,"2026-03-23T18:13:48.6778900Z","DamageApplied","enemy_2","ally_1","wulfric_slash","Fire","True","False",5,"",0,"",0,25,0,""
"deead74e263c4eb9bb6cc9692dd2e352","b1e562fbc02c4aaa8fb3a37fd7d146b7",2,"2026-03-23T18:13:48.6778922Z","HitResolved","enemy_2","ally_1","wulfric_slash","Fire","True","False",5,"",0,"",0,25,0,""
"220e1e3edd644458980e1a3fdd8a215e","b1e562fbc02c4aaa8fb3a37fd7d146b7",2,"2026-03-23T18:13:48.6778930Z","TurnStarted","enemy_1","","","None","False","False",0,"",0,"",0,25,0,""
"d5c83bbc30224057bfbf402e509a8e76","b1e562fbc02c4aaa8fb3a37fd7d146b7",2,"2026-03-23T18:13:48.6778970Z","ActionUsed","enemy_1","ally_1","wulfric_slash","Fire","False","False",0,"",0,"",0,25,0,""
"aa1f799d87004ee68fdedffc01dd40aa","b1e562fbc02c4aaa8fb3a37fd7d146b7",2,"2026-03-23T18:13:48.6778977Z","DamageApplied","enemy_1","ally_1","wulfric_slash","Fire","True","False",4,"",0,"",0,25,0,""
"c2b5acd4e7ae4598a6fbc082a0dcd7a8","b1e562fbc02c4aaa8fb3a37fd7d146b7",2,"2026-03-23T18:13:48.6778980Z","HitResolved","enemy_1","ally_1","wulfric_slash","Fire","True","False",4,"",0,"",0,25,0,""
"2edacd025178425fb7721637c45ee562","b1e562fbc02c4aaa8fb3a37fd7d146b7",2,"2026-03-23T18:13:48.6779000Z","TurnStarted","enemy_4","","","None","False","False",0,"",0,"",0,25,0,""
"6fb68ea28ef94c5ea24b6acaa0603083","b1e562fbc02c4aaa8fb3a37fd7d146b7",2,"2026-03-23T18:13:48.6779058Z","ActionUsed","enemy_4","ally_1","spider_web","Anomaly","False","False",0,"",0,"",0,25,0,""
"8626c8384d4f4727abdfcd9d24c77e64","b1e562fbc02c4aaa8fb3a37fd7d146b7",2,"2026-03-23T18:13:48.6779064Z","DamageApplied","enemy_4","ally_1","spider_web","Anomaly","True","False",2,"",0,"",0,25,0,""
"29ab74d491df4beea103179ca9f2997d","b1e562fbc02c4aaa8fb3a37fd7d146b7",2,"2026-03-23T18:13:48.6779067Z","HitResolved","enemy_4","ally_1","spider_web","Anomaly","True","False",2,"",0,"",0,25,0,""
"9359de7b01794ddd8e8b4c38122cc97f","b1e562fbc02c4aaa8fb3a37fd7d146b7",2,"2026-03-23T18:13:48.6779078Z","TokenApplied","enemy_4","ally_1","spider_web","None","False","False",0,"",0,"Combo",1,25,0,""
"6d4ccc9a56a9431abac6391de226f0ee","b1e562fbc02c4aaa8fb3a37fd7d146b7",3,"2026-03-23T18:13:48.6779142Z","TurnStarted","ally_1","","","None","False","False",0,"",0,"",0,25,0,""
"3a3d851467384ee9bf6f1871d194590e","b1e562fbc02c4aaa8fb3a37fd7d146b7",3,"2026-03-23T18:13:48.6779178Z","ActionUsed","ally_1","enemy_1","wulfric_slash","Fire","False","False",0,"",0,"",0,25,0,""
"52f15ee7896c40afb41c1306fe787786","b1e562fbc02c4aaa8fb3a37fd7d146b7",3,"2026-03-23T18:13:48.6779209Z","DamageApplied","ally_1","enemy_1","wulfric_slash","Fire","True","False",2,"",0,"",0,25,0,""
"44447a9d1e5443169f70a97af8ee0959","b1e562fbc02c4aaa8fb3a37fd7d146b7",3,"2026-03-23T18:13:48.6779212Z","HitResolved","ally_1","enemy_1","wulfric_slash","Fire","True","False",2,"",0,"",0,25,0,""
"b12d6106b791486a94f1829f9d2d3863","b1e562fbc02c4aaa8fb3a37fd7d146b7",3,"2026-03-23T18:13:48.6779219Z","TurnStarted","ally_2","","","None","False","False",0,"",0,"",0,25,0,""
"a6d3e8aae3d442b1ba68b7b52f813c1c","b1e562fbc02c4aaa8fb3a37fd7d146b7",3,"2026-03-23T18:13:48.6779231Z","DotTick","enemy_1","ally_2","","None","False","False",3,"Blight",3,"",0,25,0,""
"440536585fbc47ec809c4c103ca21e00","b1e562fbc02c4aaa8fb3a37fd7d146b7",3,"2026-03-23T18:13:48.6779234Z","DotTick","enemy_2","ally_2","","None","False","False",3,"Blight",3,"",0,25,0,""
"05e07c3c71d14dfe8a5ffbb6356eb12d","b1e562fbc02c4aaa8fb3a37fd7d146b7",3,"2026-03-23T18:13:48.6779263Z","ActionUsed","ally_2","enemy_1","wulfric_slash","Fire","False","False",0,"",0,"",0,25,0,""
"5d021cc3c7fc4afd94cb94208c1186d4","b1e562fbc02c4aaa8fb3a37fd7d146b7",3,"2026-03-23T18:13:48.6779273Z","DamageApplied","ally_2","enemy_1","wulfric_slash","Fire","True","False",2,"",0,"",0,25,0,""
"20c885f59afe4018bcd61cb756334f0d","b1e562fbc02c4aaa8fb3a37fd7d146b7",3,"2026-03-23T18:13:48.6779276Z","HitResolved","ally_2","enemy_1","wulfric_slash","Fire","True","False",2,"",0,"",0,25,0,""
"97a7baa84f7746fe86719bd6663c8430","b1e562fbc02c4aaa8fb3a37fd7d146b7",3,"2026-03-23T18:13:48.6779282Z","TurnStarted","enemy_4","","","None","False","False",0,"",0,"",0,25,0,""
"0765ec7403e74918bc84dda0a458c5f5","b1e562fbc02c4aaa8fb3a37fd7d146b7",3,"2026-03-23T18:13:48.6779342Z","ActionUsed","enemy_4","ally_1","wulfric_slash","Fire","False","False",0,"",0,"",0,25,0,""
"306c65fa3b904051a23a529aeb255948","b1e562fbc02c4aaa8fb3a37fd7d146b7",3,"2026-03-23T18:13:48.6779354Z","DamageApplied","enemy_4","ally_1","wulfric_slash","Fire","True","False",5,"",0,"",0,25,0,""
"46c7dfc5788441549a9f48f7aeae84ad","b1e562fbc02c4aaa8fb3a37fd7d146b7",3,"2026-03-23T18:13:48.6779357Z","HitResolved","enemy_4","ally_1","wulfric_slash","Fire","True","False",5,"",0,"",0,25,0,""
"9dc1b478fbb347fdb74e5b0b290ce1e6","b1e562fbc02c4aaa8fb3a37fd7d146b7",3,"2026-03-23T18:13:48.6779366Z","TurnStarted","enemy_3","","","None","False","False",0,"",0,"",0,25,0,""
"269a164fdeb741ecb6a4c6b73eb1c72d","b1e562fbc02c4aaa8fb3a37fd7d146b7",3,"2026-03-23T18:13:48.6779420Z","ActionUsed","enemy_3","ally_2","wulfric_slash","Fire","False","False",0,"",0,"",0,25,0,""
"4a6d4a65f7b34789b4a4a68858d5baae","b1e562fbc02c4aaa8fb3a37fd7d146b7",3,"2026-03-23T18:13:48.6779430Z","DamageApplied","enemy_3","ally_2","wulfric_slash","Fire","True","False",7,"",0,"",0,25,0,""
"94863044e41f4ac19943e4aaf1b0c1a3","b1e562fbc02c4aaa8fb3a37fd7d146b7",3,"2026-03-23T18:13:48.6779434Z","CombatantDied","","ally_2","","None","False","False",0,"",0,"",0,25,0,""
"da053e39df3a4d04872feed5ce5893de","b1e562fbc02c4aaa8fb3a37fd7d146b7",3,"2026-03-23T18:13:48.6784636Z","HitResolved","enemy_3","ally_2","wulfric_slash","Fire","True","False",7,"",0,"",0,25,0,""
"c1e9cde587e74d269036e9f20c85ac95","b1e562fbc02c4aaa8fb3a37fd7d146b7",3,"2026-03-23T18:13:48.6784687Z","TurnStarted","enemy_2","","","None","False","False",0,"",0,"",0,25,0,""
"a7f7310ef6d24d33a0ceb861fa912c27","b1e562fbc02c4aaa8fb3a37fd7d146b7",3,"2026-03-23T18:13:48.6784797Z","ActionUsed","enemy_2","ally_1","wulfric_slash","Fire","False","False",0,"",0,"",0,25,0,""
"b5f902adc99041788021e25400105bc4","b1e562fbc02c4aaa8fb3a37fd7d146b7",3,"2026-03-23T18:13:48.6784809Z","HitResolved","enemy_2","ally_1","wulfric_slash","Fire","False","False",0,"",0,"",0,25,0,""
"7b4e80c39f8a41e994802cfad6c77df3","b1e562fbc02c4aaa8fb3a37fd7d146b7",3,"2026-03-23T18:13:48.6784816Z","TurnStarted","enemy_1","","","None","False","False",0,"",0,"",0,25,0,""
"60b8086a48a64fb4a034516ca7d36345","b1e562fbc02c4aaa8fb3a37fd7d146b7",3,"2026-03-23T18:13:48.6784917Z","ActionUsed","enemy_1","ally_1","wulfric_slash","Fire","False","False",0,"",0,"",0,25,0,""
"ef5b4f900810426387e0461429e5e369","b1e562fbc02c4aaa8fb3a37fd7d146b7",3,"2026-03-23T18:13:48.6784935Z","DamageApplied","enemy_1","ally_1","wulfric_slash","Fire","True","False",6,"",0,"",0,25,0,""
"d64bbc27f4164abab7f4ef81c5fd0c3f","b1e562fbc02c4aaa8fb3a37fd7d146b7",3,"2026-03-23T18:13:48.6784938Z","CombatantDied","","ally_1","","None","False","False",0,"",0,"",0,25,0,""
"8a555da9815c40c8a6bc29627c87daf1","b1e562fbc02c4aaa8fb3a37fd7d146b7",3,"2026-03-23T18:13:48.6784976Z","HitResolved","enemy_1","ally_1","wulfric_slash","Fire","True","False",6,"",0,"",0,25,0,""
"89e5dcf09564415b9fc6206b12c89764","b1e562fbc02c4aaa8fb3a37fd7d146b7",3,"2026-03-23T18:13:48.6786991Z","BattleEnded","","","","None","False","False",0,"",0,"",0,25,0,"Enemies"
"9678005b56ca4d218e36b8d636a64a5e","642e5f65b79945eb976250c862943434",0,"2026-03-23T18:13:48.6787391Z","BattleStarted","","","","None","False","False",0,"",0,"",0,77,2,""
"b51df69cb7134e34ae25155b154cc427","642e5f65b79945eb976250c862943434",1,"2026-03-23T18:13:48.6787474Z","TurnStarted","ally_1","","","None","False","False",0,"",0,"",0,77,2,""
"c064adef8c2e4c468abc7fa4ab86bdc0","642e5f65b79945eb976250c862943434",1,"2026-03-23T18:13:48.6787580Z","ActionUsed","ally_1","enemy_3","wulfric_slash","Fire","False","False",0,"",0,"",0,77,2,""
"a91f9e4109164685b4dd9f88c413cf7f","642e5f65b79945eb976250c862943434",1,"2026-03-23T18:13:48.6787605Z","DamageApplied","ally_1","enemy_3","wulfric_slash","Fire","True","False",2,"",0,"",0,77,2,""
"8c18a00a9ceb47608b61788cb723bc44","642e5f65b79945eb976250c862943434",1,"2026-03-23T18:13:48.6787610Z","HitResolved","ally_1","enemy_3","wulfric_slash","Fire","True","False",2,"",0,"",0,77,2,""
"272ab79672c842fda6d36c34d3957e5c","642e5f65b79945eb976250c862943434",1,"2026-03-23T18:13:48.6787627Z","TurnStarted","ally_2","","","None","False","False",0,"",0,"",0,77,2,""
"0b21911912f0496b826cc4f5ca5367c7","642e5f65b79945eb976250c862943434",1,"2026-03-23T18:13:48.6787661Z","ActionUsed","ally_2","enemy_2","wulfric_slash","Fire","False","False",0,"",0,"",0,77,2,""
"fe593f1f173141db952a85977dde087f","642e5f65b79945eb976250c862943434",1,"2026-03-23T18:13:48.6787669Z","DamageApplied","ally_2","enemy_2","wulfric_slash","Fire","True","False",5,"",0,"",0,77,2,""
"fa3ba476d17d43f8a48cedc3de477459","642e5f65b79945eb976250c862943434",1,"2026-03-23T18:13:48.6787671Z","HitResolved","ally_2","enemy_2","wulfric_slash","Fire","True","False",5,"",0,"",0,77,2,""
"d722d45f57a44a51bcf7b180e5ae2e75","642e5f65b79945eb976250c862943434",1,"2026-03-23T18:13:48.6787679Z","TurnStarted","enemy_2","","","None","False","False",0,"",0,"",0,77,2,""
"0e06642eaa26405a97b0700062c66da5","642e5f65b79945eb976250c862943434",1,"2026-03-23T18:13:48.6787763Z","ActionUsed","enemy_2","ally_2","wulfric_slash","Fire","False","False",0,"",0,"",0,77,2,""
"a5c4e66ffb0e4079b4612e1024890447","642e5f65b79945eb976250c862943434",1,"2026-03-23T18:13:48.6787769Z","HitResolved","enemy_2","ally_2","wulfric_slash","Fire","False","False",0,"",0,"",0,77,2,""
"c4fa4ec4a0b74baf9a7d7e4194d58656","642e5f65b79945eb976250c862943434",1,"2026-03-23T18:13:48.6787775Z","TurnStarted","enemy_1","","","None","False","False",0,"",0,"",0,77,2,""
"ba81dadba3084f5f9899cbe02b57caca","642e5f65b79945eb976250c862943434",1,"2026-03-23T18:13:48.6787813Z","ActionUsed","enemy_1","ally_2","spider_web","Anomaly","False","False",0,"",0,"",0,77,2,""
"946ce7f9d0774af28c4dd1a1ad05ba44","642e5f65b79945eb976250c862943434",1,"2026-03-23T18:13:48.6787817Z","HitResolved","enemy_1","ally_2","spider_web","Anomaly","False","False",0,"",0,"",0,77,2,""
"c90f7a69c8954a6bb7e07695a4459da9","642e5f65b79945eb976250c862943434",1,"2026-03-23T18:13:48.6787855Z","TurnStarted","enemy_4","","","None","False","False",0,"",0,"",0,77,2,""
"b87ba321bcc94514bae82fb7b00d5b93","642e5f65b79945eb976250c862943434",1,"2026-03-23T18:13:48.6787893Z","ActionUsed","enemy_4","ally_1","wulfric_slash","Fire","False","False",0,"",0,"",0,77,2,""
"b35e2b04d2454d5798dc8a29fa1167ab","642e5f65b79945eb976250c862943434",1,"2026-03-23T18:13:48.6787903Z","DamageApplied","enemy_4","ally_1","wulfric_slash","Fire","True","False",8,"",0,"",0,77,2,""
"a0fe03f9c79a4e929c07e3ed0e89fc8d","642e5f65b79945eb976250c862943434",1,"2026-03-23T18:13:48.6787905Z","HitResolved","enemy_4","ally_1","wulfric_slash","Fire","True","False",8,"",0,"",0,77,2,""
"92e8312e41304446b04b26d6be1d3a73","642e5f65b79945eb976250c862943434",1,"2026-03-23T18:13:48.6787914Z","TurnStarted","enemy_3","","","None","False","False",0,"",0,"",0,77,2,""
"435eef8721194dc6bc0fed1f6c40884b","642e5f65b79945eb976250c862943434",1,"2026-03-23T18:13:48.6787979Z","ActionUsed","enemy_3","ally_2","wulfric_slash","Fire","False","False",0,"",0,"",0,77,2,""
"b2a8e2a996ef49788f9060eb90e0fbd2","642e5f65b79945eb976250c862943434",1,"2026-03-23T18:13:48.6787987Z","DamageApplied","enemy_3","ally_2","wulfric_slash","Fire","True","True",7,"",0,"",0,77,2,""
"b7052e9fd96d4900ba36959c5f04f6e8","642e5f65b79945eb976250c862943434",1,"2026-03-23T18:13:48.6787989Z","HitResolved","enemy_3","ally_2","wulfric_slash","Fire","True","True",7,"",0,"",0,77,2,""
"f0a158d90cf046fba137f1b92c7c128f","642e5f65b79945eb976250c862943434",2,"2026-03-23T18:13:48.6788029Z","TurnStarted","ally_2","","","None","False","False",0,"",0,"",0,77,2,""
"9cdf2251f9da43f484679ac9caebb0ba","642e5f65b79945eb976250c862943434",2,"2026-03-23T18:13:48.6788065Z","ActionUsed","ally_2","enemy_2","wulfric_slash","Fire","False","False",0,"",0,"",0,77,2,""
"f6e101877a5a44f1aa4400e98158068c","642e5f65b79945eb976250c862943434",2,"2026-03-23T18:13:48.6788075Z","DamageApplied","ally_2","enemy_2","wulfric_slash","Fire","True","False",3,"",0,"",0,77,2,""
"87fc0eb9cc254e029177ebcbabd4ae59","642e5f65b79945eb976250c862943434",2,"2026-03-23T18:13:48.6788107Z","HitResolved","ally_2","enemy_2","wulfric_slash","Fire","True","False",3,"",0,"",0,77,2,""
"4a517235572643a9ac03cf9156931fd6","642e5f65b79945eb976250c862943434",2,"2026-03-23T18:13:48.6788117Z","TurnStarted","ally_1","","","None","False","False",0,"",0,"",0,77,2,""
"796e64d2074044899ed655c24469ab4a","642e5f65b79945eb976250c862943434",2,"2026-03-23T18:13:48.6788146Z","ActionUsed","ally_1","enemy_4","wulfric_slash","Fire","False","False",0,"",0,"",0,77,2,""
"83d759b8b8114709b46a3536b6f1df4b","642e5f65b79945eb976250c862943434",2,"2026-03-23T18:13:48.6788154Z","DamageApplied","ally_1","enemy_4","wulfric_slash","Fire","True","False",2,"",0,"",0,77,2,""
"e285659879de4c4e94e6bd11d465dddf","642e5f65b79945eb976250c862943434",2,"2026-03-23T18:13:48.6788156Z","HitResolved","ally_1","enemy_4","wulfric_slash","Fire","True","False",2,"",0,"",0,77,2,""
"dbec76aa10444b72b093da57453e94f6","642e5f65b79945eb976250c862943434",2,"2026-03-23T18:13:48.6788162Z","TurnStarted","enemy_4","","","None","False","False",0,"",0,"",0,77,2,""
"8c50fad955044f088c9fedc86465ddd7","642e5f65b79945eb976250c862943434",2,"2026-03-23T18:13:48.6788222Z","ActionUsed","enemy_4","ally_1","spider_web","Anomaly","False","False",0,"",0,"",0,77,2,""
"9f1a12f477f34eafad92f89044306b07","642e5f65b79945eb976250c862943434",2,"2026-03-23T18:13:48.6788230Z","DamageApplied","enemy_4","ally_1","spider_web","Anomaly","True","False",3,"",0,"",0,77,2,""
"8e8de4f760744e7aaf0a375fa3b3a000","642e5f65b79945eb976250c862943434",2,"2026-03-23T18:13:48.6788232Z","HitResolved","enemy_4","ally_1","spider_web","Anomaly","True","False",3,"",0,"",0,77,2,""
"8aff45f398dc400993d087ae380ba3d2","642e5f65b79945eb976250c862943434",2,"2026-03-23T18:13:48.6788248Z","TokenApplied","enemy_4","ally_1","spider_web","None","False","False",0,"",0,"Combo",1,77,2,""
"0fcf25d55b374556bca7b382418e43f5","642e5f65b79945eb976250c862943434",2,"2026-03-23T18:13:48.6788258Z","TurnStarted","enemy_1","","","None","False","False",0,"",0,"",0,77,2,""
"9ac2f6e55ee641eebc68d75a4ee9e04b","642e5f65b79945eb976250c862943434",2,"2026-03-23T18:13:48.6788371Z","ActionUsed","enemy_1","ally_2","wulfric_slash","Fire","False","False",0,"",0,"",0,77,2,""
"e5ee884ee1ba493c886eaab9ccdd602b","642e5f65b79945eb976250c862943434",2,"2026-03-23T18:13:48.6788375Z","HitResolved","enemy_1","ally_2","wulfric_slash","Fire","False","False",0,"",0,"",0,77,2,""
"0cc16a5350fa4df8aeda5ec979c36362","642e5f65b79945eb976250c862943434",2,"2026-03-23T18:13:48.6788427Z","TurnStarted","enemy_3","","","None","False","False",0,"",0,"",0,77,2,""
